"Head X","Head Y","Head Z","Neck X","Neck Y","Neck Z","SpineShoulder X","SpineShoulder Y","SpineShoulder Z","SpineMid X","SpineMid Y","SpineMid Z","SpineBase X","SpineBase Y","SpineBase Z","ShoulderLeft X","ShoulderLeft Y","ShoulderLeft Z","ShoulderRight X","ShoulderRight Y","ShoulderRight Z","ElbowLeft X","ElbowLeft Y","ElbowLeft Z","ElbowRight X","ElbowRight Y","ElbowRight Z","WristLeft X","WristLeft Y","WristLeft Z","WristRight X","WristRight Y","WristRight Z","HipLeft X","HipLeft Y","HipLeft Z","HipRight X","HipRight Y","HipRight Z","KneeLeft X","KneeLeft Y","KneeLeft Z","KneeRight X","KneeRight Y","KneeRight Z","AnkleLeft X","AnkleLeft Y","AnkleLeft Z","AnkleRight X","AnkleRight Y","AnkleRight Z","Timestamp"
"-0.1946","0.5846","2.4105","-0.1364","0.4197","2.3953","-0.1364","0.4197","2.3953","-0.1265","0.2862","2.3841","-0.1209","-0.1331","2.4481","-0.3170","0.3995","2.3486","0.0395","0.4413","2.4182","-0.3735","0.1165","2.3608","0.1074","0.1579","2.4352","-0.3711","-0.1323","2.3700","0.1231","-0.0761","2.4476","-0.2294","-0.1345","2.4422","-0.0124","-0.1316","2.4540","-0.2327","-0.5264","2.4552","-0.0207","-0.5212","2.4758","-0.2265","-0.8900","2.5603","-0.0213","-0.8576","2.5465","00:28:30.010 AM"
"-0.1947","0.5823","2.4072","-0.1364","0.4235","2.3954","-0.1364","0.4235","2.3954","-0.1265","0.2880","2.3838","-0.1209","-0.1329","2.4466","-0.3168","0.3993","2.3475","0.0395","0.4413","2.4178","-0.3731","0.1165","2.3608","0.1075","0.1613","2.4365","-0.3717","-0.1371","2.3740","0.1231","-0.0762","2.4478","-0.2293","-0.1344","2.4402","-0.0124","-0.1316","2.4538","-0.2327","-0.5245","2.4488","-0.0208","-0.5222","2.4760","-0.2264","-0.8884","2.5530","-0.0213","-0.8555","2.5472","00:28:30.036 AM"
"-0.1944","0.5817","2.4025","-0.1363","0.4233","2.3950","-0.1363","0.4233","2.3950","-0.1255","0.2897","2.3838","-0.1184","-0.1329","2.4444","-0.3166","0.3991","2.3463","0.0395","0.4415","2.4175","-0.3728","0.1164","2.3588","0.1074","0.1657","2.4356","-0.3717","-0.1402","2.3740","0.1231","-0.0711","2.4477","-0.2244","-0.1335","2.4366","-0.0124","-0.1315","2.4528","-0.2324","-0.5246","2.4415","-0.0208","-0.5222","2.4792","-0.2267","-0.8876","2.5523","-0.0213","-0.8569","2.5470","00:28:30.077 AM"
"-0.1942","0.5801","2.4011","-0.1362","0.4230","2.3933","-0.1362","0.4230","2.3933","-0.1245","0.2896","2.3817","-0.1168","-0.1317","2.4430","-0.3166","0.3990","2.3460","0.0394","0.4480","2.4153","-0.3733","0.1164","2.3565","0.1074","0.1687","2.4354","-0.3717","-0.1401","2.3738","0.1256","-0.0686","2.4465","-0.2213","-0.1304","2.4353","-0.0124","-0.1314","2.4516","-0.2316","-0.5223","2.4420","-0.0208","-0.5199","2.4766","-0.2277","-0.8869","2.5524","-0.0213","-0.8554","2.5475","00:28:30.103 AM"
"-0.1941","0.5794","2.4003","-0.1361","0.4227","2.3915","-0.1361","0.4227","2.3915","-0.1245","0.2896","2.3800","-0.1169","-0.1309","2.4426","-0.3166","0.3990","2.3456","0.0394","0.4479","2.4136","-0.3690","0.1163","2.3560","0.1075","0.1729","2.4358","-0.3719","-0.1401","2.3754","0.1306","-0.0686","2.4464","-0.2213","-0.1304","2.4347","-0.0124","-0.1314","2.4509","-0.2318","-0.5221","2.4398","-0.0208","-0.5176","2.4750","-0.2276","-0.8870","2.5518","-0.0213","-0.8593","2.5483","00:28:30.159 AM"
"-0.1936","0.5804","2.3994","-0.1360","0.4223","2.3892","-0.1360","0.4223","2.3892","-0.1245","0.2896","2.3785","-0.1168","-0.1309","2.4420","-0.3166","0.3991","2.3462","0.0394","0.4478","2.4130","-0.3687","0.1162","2.3547","0.1074","0.1728","2.4353","-0.3718","-0.1400","2.3746","0.1350","-0.0661","2.4458","-0.2213","-0.1304","2.4343","-0.0124","-0.1314","2.4502","-0.2321","-0.5230","2.4438","-0.0208","-0.5190","2.4785","-0.2327","-0.8863","2.5522","-0.0213","-0.8603","2.5490","00:28:30.171 AM"
"-0.1933","0.5808","2.3990","-0.1360","0.4223","2.3892","-0.1360","0.4223","2.3892","-0.1244","0.2895","2.3785","-0.1169","-0.1309","2.4421","-0.3167","0.3991","2.3465","0.0394","0.4478","2.4120","-0.3687","0.1162","2.3549","0.1073","0.1728","2.4320","-0.3718","-0.1400","2.3750","0.1354","-0.0608","2.4428","-0.2213","-0.1304","2.4342","-0.0124","-0.1313","2.4500","-0.2322","-0.5231","2.4456","-0.0208","-0.5181","2.4740","-0.2302","-0.8857","2.5521","-0.0213","-0.8591","2.5503","00:28:30.209 AM"
"-0.1922","0.5826","2.3968","-0.1358","0.4218","2.3864","-0.1358","0.4218","2.3864","-0.1244","0.2895","2.3763","-0.1169","-0.1309","2.4421","-0.3166","0.3990","2.3460","0.0393","0.4472","2.4090","-0.3686","0.1162","2.3547","0.1072","0.1726","2.4295","-0.3714","-0.1399","2.3722","0.1378","-0.0608","2.4388","-0.2213","-0.1303","2.4344","-0.0124","-0.1313","2.4505","-0.2322","-0.5244","2.4525","-0.0208","-0.5175","2.4758","-0.2310","-0.8843","2.5499","-0.0213","-0.8604","2.5496","00:28:30.238 AM"
"-0.1920","0.5865","2.3980","-0.1358","0.4217","2.3860","-0.1358","0.4217","2.3860","-0.1243","0.2893","2.3763","-0.1168","-0.1315","2.4421","-0.3165","0.3989","2.3453","0.0393","0.4474","2.4075","-0.3685","0.1162","2.3546","0.1071","0.1725","2.4285","-0.3708","-0.1399","2.3710","0.1427","-0.0608","2.4388","-0.2212","-0.1305","2.4331","-0.0124","-0.1313","2.4504","-0.2324","-0.5250","2.4578","-0.0208","-0.5181","2.4703","-0.2256","-0.8825","2.5500","-0.0213","-0.8570","2.5498","00:28:30.259 AM"
"-0.1915","0.5864","2.3955","-0.1358","0.4217","2.3856","-0.1358","0.4217","2.3856","-0.1242","0.2891","2.3756","-0.1168","-0.1309","2.4412","-0.3165","0.3989","2.3452","0.0393","0.4469","2.4062","-0.3684","0.1162","2.3527","0.1071","0.1725","2.4285","-0.3708","-0.1399","2.3714","0.1451","-0.0608","2.4385","-0.2213","-0.1306","2.4336","-0.0124","-0.1313","2.4490","-0.2326","-0.5247","2.4578","-0.0208","-0.5213","2.4743","-0.2256","-0.8825","2.5486","-0.0213","-0.8570","2.5498","00:28:30.287 AM"
"-0.1909","0.5862","2.3950","-0.1357","0.4214","2.3842","-0.1357","0.4214","2.3842","-0.1242","0.2889","2.3746","-0.1168","-0.1298","2.4412","-0.3165","0.3989","2.3453","0.0393","0.4463","2.4054","-0.3683","0.1125","2.3525","0.1071","0.1725","2.4284","-0.3710","-0.1398","2.3714","0.1452","-0.0608","2.4384","-0.2212","-0.1305","2.4329","-0.0124","-0.1313","2.4500","-0.2323","-0.5248","2.4586","-0.0208","-0.5226","2.4804","-0.2255","-0.8825","2.5486","-0.0214","-0.8603","2.5507","00:28:30.322 AM"
"-0.1915","0.5847","2.3913","-0.1356","0.4210","2.3823","-0.1356","0.4210","2.3823","-0.1230","0.2891","2.3725","-0.1144","-0.1280","2.4407","-0.3157","0.3982","2.3390","0.0392","0.4536","2.4033","-0.3684","0.1089","2.3530","0.1070","0.1724","2.4265","-0.3708","-0.1397","2.3680","0.1451","-0.0608","2.4384","-0.2209","-0.1302","2.4302","-0.0088","-0.1244","2.4484","-0.2263","-0.5240","2.4522","-0.0207","-0.5191","2.4700","-0.2253","-0.8814","2.5448","-0.0214","-0.8580","2.5514","00:28:30.354 AM"
"-0.1915","0.5840","2.3905","-0.1355","0.4208","2.3808","-0.1355","0.4208","2.3808","-0.1224","0.2887","2.3725","-0.1129","-0.1279","2.4370","-0.3156","0.3980","2.3387","0.0392","0.4534","2.4028","-0.3684","0.1088","2.3528","0.1070","0.1724","2.4255","-0.3705","-0.1395","2.3660","0.1451","-0.0608","2.4370","-0.2207","-0.1301","2.4282","-0.0052","-0.1244","2.4480","-0.2255","-0.5237","2.4482","-0.0207","-0.5192","2.4704","-0.2252","-0.8848","2.5423","-0.0213","-0.8569","2.5501","00:28:30.393 AM"
"-0.1912","0.5838","2.3894","-0.1355","0.4208","2.3809","-0.1355","0.4208","2.3809","-0.1224","0.2890","2.3718","-0.1128","-0.1277","2.4354","-0.3156","0.3979","2.3389","0.0392","0.4534","2.4018","-0.3683","0.1088","2.3524","0.1069","0.1723","2.4240","-0.3702","-0.1395","2.3622","0.1450","-0.0608","2.4374","-0.2207","-0.1301","2.4277","-0.0052","-0.1243","2.4454","-0.2257","-0.5233","2.4490","-0.0207","-0.5174","2.4735","-0.2257","-0.8867","2.5524","-0.0213","-0.8570","2.5498","00:28:30.422 AM"
"-0.1910","0.5844","2.3891","-0.1355","0.4207","2.3803","-0.1355","0.4207","2.3803","-0.1224","0.2887","2.3712","-0.1131","-0.1279","2.4351","-0.3156","0.3977","2.3382","0.0392","0.4530","2.3998","-0.3683","0.1088","2.3523","0.1069","0.1723","2.4235","-0.3695","-0.1394","2.3622","0.1450","-0.0608","2.4358","-0.2209","-0.1302","2.4292","-0.0052","-0.1242","2.4405","-0.2252","-0.5244","2.4490","-0.0207","-0.5186","2.4728","-0.2329","-0.8875","2.5546","-0.0214","-0.8572","2.5506","00:28:30.454 AM"
"-0.1904","0.5840","2.3886","-0.1355","0.4207","2.3803","-0.1355","0.4207","2.3803","-0.1220","0.2886","2.3697","-0.1131","-0.1282","2.4321","-0.3157","0.3978","2.3390","0.0392","0.4472","2.3986","-0.3682","0.1088","2.3520","0.1069","0.1646","2.4230","-0.3696","-0.1395","2.3617","0.1449","-0.0682","2.4322","-0.2207","-0.1299","2.4276","-0.0052","-0.1242","2.4383","-0.2239","-0.5227","2.4413","-0.0207","-0.5183","2.4698","-0.2264","-0.8874","2.5580","-0.0214","-0.8576","2.5528","00:28:30.487 AM"
"-0.1898","0.5837","2.3866","-0.1354","0.4206","2.3788","-0.1354","0.4206","2.3788","-0.1220","0.2886","2.3696","-0.1140","-0.1281","2.4321","-0.3157","0.3978","2.3393","0.0391","0.4527","2.3968","-0.3682","0.1088","2.3520","0.1069","0.1646","2.4228","-0.3694","-0.1397","2.3612","0.1448","-0.0681","2.4308","-0.2205","-0.1301","2.4262","-0.0051","-0.1237","2.4379","-0.2240","-0.5228","2.4421","-0.0206","-0.5179","2.4703","-0.2261","-0.8843","2.5580","-0.0214","-0.8577","2.5530","00:28:30.521 AM"
"-0.1896","0.5828","2.3859","-0.1354","0.4205","2.3782","-0.1354","0.4205","2.3782","-0.1232","0.2887","2.3684","-0.1155","-0.1280","2.4321","-0.3158","0.3979","2.3398","0.0391","0.4494","2.3943","-0.3682","0.1088","2.3520","0.1069","0.1646","2.4229","-0.3693","-0.1397","2.3607","0.1448","-0.0681","2.4300","-0.2205","-0.1300","2.4255","-0.0087","-0.1234","2.4375","-0.2241","-0.5225","2.4427","-0.0168","-0.5205","2.4702","-0.2305","-0.8862","2.5580","-0.0214","-0.8573","2.5510","00:28:30.554 AM"
"-0.1885","0.5824","2.3849","-0.1353","0.4205","2.3770","-0.1353","0.4205","2.3770","-0.1235","0.2885","2.3677","-0.1155","-0.1283","2.4335","-0.3158","0.3979","2.3403","0.0391","0.4437","2.3924","-0.3682","0.1088","2.3520","0.1069","0.1646","2.4226","-0.3693","-0.1398","2.3612","0.1402","-0.0681","2.4301","-0.2204","-0.1300","2.4250","-0.0095","-0.1271","2.4378","-0.2239","-0.5230","2.4422","-0.0130","-0.5205","2.4706","-0.2272","-0.8843","2.5490","-0.0214","-0.8574","2.5512","00:28:30.587 AM"
"-0.1933","0.5832","2.3856","-0.1353","0.4204","2.3773","-0.1353","0.4204","2.3773","-0.1235","0.2886","2.3676","-0.1155","-0.1274","2.4343","-0.3157","0.3977","2.3394","0.0390","0.4438","2.3906","-0.3684","0.1088","2.3528","0.1069","0.1645","2.4224","-0.3687","-0.1400","2.3620","0.1372","-0.0681","2.4300","-0.2204","-0.1301","2.4257","-0.0105","-0.1235","2.4378","-0.2240","-0.5224","2.4437","-0.0130","-0.5182","2.4702","-0.2261","-0.8848","2.5470","-0.0214","-0.8574","2.5516","00:28:30.621 AM"
"-0.1925","0.5837","2.3856","-0.1353","0.4204","2.3773","-0.1353","0.4204","2.3773","-0.1215","0.2889","2.3676","-0.1128","-0.1274","2.4345","-0.3156","0.3976","2.3388","0.0390","0.4436","2.3913","-0.3685","0.1089","2.3534","0.1068","0.1645","2.4223","-0.3674","-0.1414","2.3743","0.1372","-0.0681","2.4300","-0.2169","-0.1301","2.4257","-0.0095","-0.1236","2.4382","-0.2240","-0.5211","2.4425","-0.0130","-0.5199","2.4702","-0.2318","-0.8852","2.5456","-0.0214","-0.8581","2.5508","00:28:30.654 AM"
"-0.1925","0.5880","2.3851","-0.1353","0.4204","2.3773","-0.1353","0.4204","2.3773","-0.1236","0.2890","2.3677","-0.1155","-0.1274","2.4364","-0.3156","0.3977","2.3385","0.0391","0.4436","2.3913","-0.3684","0.1089","2.3533","0.1068","0.1645","2.4218","-0.3674","-0.1400","2.3779","0.1373","-0.0732","2.4306","-0.2205","-0.1301","2.4263","-0.0106","-0.1236","2.4404","-0.2227","-0.5243","2.4443","-0.0130","-0.5199","2.4702","-0.2311","-0.8830","2.5443","-0.0213","-0.8572","2.5504","00:28:30.688 AM"
"-0.1928","0.5870","2.3857","-0.1354","0.4205","2.3783","-0.1354","0.4205","2.3783","-0.1233","0.2891","2.3688","-0.1151","-0.1276","2.4364","-0.3157","0.3976","2.3388","0.0391","0.4491","2.3943","-0.3687","0.1089","2.3548","0.1068","0.1645","2.4218","-0.3668","-0.1444","2.3745","0.1373","-0.0682","2.4318","-0.2206","-0.1302","2.4285","-0.0095","-0.1238","2.4422","-0.2234","-0.5227","2.4472","-0.0131","-0.5193","2.4700","-0.2331","-0.8858","2.5440","-0.0213","-0.8551","2.5476","00:28:30.721 AM"
"-0.1902","0.5800","2.3815","-0.1355","0.4207","2.3798","-0.1355","0.4207","2.3798","-0.1211","0.2891","2.3712","-0.1107","-0.1281","2.4389","-0.3131","0.3976","2.3370","0.0391","0.4523","2.3954","-0.3688","0.1090","2.3557","0.1068","0.1645","2.4212","-0.3657","-0.1443","2.3730","0.1450","-0.0720","2.4348","-0.2170","-0.1337","2.4288","-0.0052","-0.1241","2.4540","-0.2210","-0.5254","2.4490","-0.0130","-0.5185","2.4677","-0.2336","-0.8906","2.5497","-0.0213","-0.8521","2.5472","00:28:30.753 AM"
"-0.1904","0.5804","2.3834","-0.1355","0.4209","2.3808","-0.1355","0.4209","2.3808","-0.1211","0.2890","2.3724","-0.1106","-0.1332","2.4429","-0.3082","0.3975","2.3365","0.0391","0.4524","2.3963","-0.3689","0.1090","2.3560","0.1068","0.1644","2.4213","-0.3652","-0.1445","2.3757","0.1452","-0.0733","2.4355","-0.2140","-0.1374","2.4300","-0.0052","-0.1280","2.4568","-0.2172","-0.5260","2.4498","-0.0130","-0.5180","2.4628","-0.2340","-0.8904","2.5542","-0.0213","-0.8521","2.5472","00:28:30.787 AM"
"-0.1911","0.5737","2.3810","-0.1355","0.4209","2.3817","-0.1355","0.4209","2.3817","-0.1206","0.2887","2.3745","-0.1097","-0.1335","2.4461","-0.3081","0.3974","2.3365","0.0429","0.4525","2.3978","-0.3692","0.1091","2.3578","0.1068","0.1645","2.4217","-0.3652","-0.1479","2.3793","0.1452","-0.0683","2.4362","-0.2143","-0.1379","2.4300","-0.0052","-0.1289","2.4590","-0.2235","-0.5266","2.4518","-0.0131","-0.5180","2.4822","-0.2346","-0.8901","2.5577","-0.0213","-0.8532","2.5454","00:28:30.826 AM"
"-0.1916","0.5721","2.3806","-0.1356","0.4210","2.3822","-0.1356","0.4210","2.3822","-0.1206","0.2886","2.3749","-0.1099","-0.1344","2.4478","-0.3081","0.3975","2.3367","0.0429","0.4525","2.3982","-0.3693","0.1091","2.3582","0.1093","0.1645","2.4217","-0.3649","-0.1462","2.3772","0.1452","-0.0683","2.4362","-0.2146","-0.1380","2.4310","-0.0052","-0.1320","2.4597","-0.2207","-0.5266","2.4502","-0.0131","-0.5189","2.4852","-0.2348","-0.8895","2.5598","-0.0213","-0.8547","2.5448","00:28:30.853 AM"
"-0.1920","0.5690","2.3780","-0.1356","0.4211","2.3827","-0.1356","0.4211","2.3827","-0.1207","0.2883","2.3761","-0.1102","-0.1344","2.4527","-0.3082","0.3975","2.3372","0.0466","0.4527","2.3997","-0.3694","0.1093","2.3608","0.1144","0.1646","2.4217","-0.3659","-0.1406","2.3842","0.1419","-0.0705","2.4375","-0.2152","-0.1381","2.4405","-0.0052","-0.1320","2.4606","-0.2235","-0.5240","2.4502","-0.0132","-0.5224","2.4903","-0.2343","-0.8884","2.5579","-0.0213","-0.8571","2.5453","00:28:30.887 AM"
"-0.1919","0.5662","2.3768","-0.1356","0.4213","2.3834","-0.1356","0.4213","2.3834","-0.1207","0.2885","2.3771","-0.1102","-0.1353","2.4541","-0.3082","0.3975","2.3372","0.0466","0.4526","2.3997","-0.3695","0.1093","2.3633","0.1144","0.1678","2.4216","-0.3669","-0.1407","2.3908","0.1427","-0.0705","2.4390","-0.2153","-0.1383","2.4498","-0.0052","-0.1321","2.4617","-0.2245","-0.5239","2.4502","-0.0131","-0.5191","2.4885","-0.2348","-0.8875","2.5590","-0.0213","-0.8560","2.5442","00:28:30.920 AM"
"-0.1898","0.5642","2.3707","-0.1322","0.4215","2.3846","-0.1322","0.4215","2.3846","-0.1185","0.2885","2.3789","-0.1104","-0.1353","2.4573","-0.3084","0.3978","2.3386","0.0466","0.4528","2.4006","-0.3695","0.1097","2.3641","0.1106","0.1631","2.4222","-0.3685","-0.1409","2.4013","0.1377","-0.0706","2.4398","-0.2157","-0.1387","2.4512","-0.0052","-0.1321","2.4632","-0.2244","-0.5239","2.4495","-0.0132","-0.5208","2.4890","-0.2346","-0.8887","2.5568","-0.0213","-0.8572","2.5432","00:28:30.954 AM"
"-0.1877","0.5599","2.3666","-0.1329","0.4217","2.3858","-0.1329","0.4217","2.3858","-0.1194","0.2885","2.3799","-0.1104","-0.1356","2.4573","-0.3087","0.3982","2.3412","0.0466","0.4528","2.3992","-0.3686","0.1100","2.3680","0.1144","0.1616","2.4233","-0.3688","-0.1412","2.4028","0.1330","-0.0707","2.4398","-0.2157","-0.1387","2.4512","-0.0052","-0.1323","2.4638","-0.2248","-0.5234","2.4506","-0.0131","-0.5211","2.4910","-0.2346","-0.8883","2.5572","-0.0213","-0.8568","2.5410","00:28:30.987 AM"
"-0.1819","0.5478","2.3570","-0.1289","0.4224","2.3900","-0.1289","0.4224","2.3900","-0.1205","0.2889","2.3854","-0.1111","-0.1357","2.4616","-0.3094","0.3991","2.3463","0.0466","0.4452","2.4003","-0.3685","0.1104","2.3725","0.1145","0.1573","2.4256","-0.3693","-0.1422","2.4061","0.1306","-0.0718","2.4428","-0.2159","-0.1388","2.4539","-0.0052","-0.1327","2.4710","-0.2250","-0.5250","2.4605","-0.0132","-0.5232","2.5030","-0.2344","-0.8857","2.5520","-0.0212","-0.8570","2.5386","00:28:31.027 AM"
"-0.1782","0.5456","2.3554","-0.1289","0.4226","2.3904","-0.1289","0.4226","2.3904","-0.1201","0.2888","2.3854","-0.1112","-0.1369","2.4642","-0.3096","0.3990","2.3478","0.0466","0.4452","2.3988","-0.3672","0.1081","2.3925","0.1146","0.1544","2.4256","-0.3691","-0.1419","2.4048","0.1281","-0.0761","2.4495","-0.2165","-0.1389","2.4545","-0.0052","-0.1329","2.4748","-0.2249","-0.5250","2.4635","-0.0132","-0.5240","2.5024","-0.2342","-0.8851","2.5536","-0.0213","-0.8572","2.5390","00:28:31.053 AM"
"-0.1774","0.5466","2.3557","-0.1289","0.4228","2.3910","-0.1289","0.4228","2.3910","-0.1199","0.2889","2.3874","-0.1122","-0.1373","2.4712","-0.3099","0.3998","2.3503","0.0466","0.4453","2.3993","-0.3685","0.1093","2.4012","0.1147","0.1550","2.4283","-0.3698","-0.1421","2.4093","0.1281","-0.0762","2.4496","-0.2167","-0.1390","2.4632","-0.0076","-0.1367","2.4773","-0.2255","-0.5295","2.4720","-0.0132","-0.5252","2.5024","-0.2299","-0.8856","2.5474","-0.0213","-0.8580","2.5413","00:28:31.086 AM"
"-0.1725","0.5409","2.3536","-0.1289","0.4229","2.3913","-0.1289","0.4229","2.3913","-0.1204","0.2883","2.3904","-0.1161","-0.1379","2.4859","-0.3106","0.4000","2.3552","0.0466","0.4453","2.3990","-0.3692","0.1092","2.4058","0.1147","0.1555","2.4288","-0.3703","-0.1431","2.4264","0.1231","-0.0762","2.4497","-0.2179","-0.1391","2.4808","-0.0127","-0.1349","2.4930","-0.2218","-0.5302","2.4715","-0.0132","-0.5239","2.5018","-0.2299","-0.8862","2.5474","-0.0213","-0.8570","2.5420","00:28:31.120 AM"
"-0.1699","0.5352","2.3473","-0.1289","0.4165","2.3896","-0.1289","0.4165","2.3896","-0.1210","0.2848","2.3955","-0.1181","-0.1423","2.5023","-0.3109","0.3977","2.3573","0.0466","0.4455","2.4016","-0.3699","0.0999","2.4136","0.1148","0.1524","2.4376","-0.3707","-0.1425","2.4374","0.1186","-0.0800","2.4500","-0.2240","-0.1454","2.5016","-0.0127","-0.1370","2.5028","-0.2192","-0.5322","2.4728","-0.0132","-0.5240","2.5034","-0.2254","-0.8823","2.5485","-0.0213","-0.8564","2.5465","00:28:31.154 AM"
"-0.1648","0.5330","2.3409","-0.1289","0.4136","2.3900","-0.1289","0.4136","2.3900","-0.1220","0.2837","2.3955","-0.1189","-0.1484","2.5104","-0.3109","0.3958","2.3575","0.0466","0.4424","2.4005","-0.3704","0.0999","2.4298","0.1150","0.1453","2.4376","-0.3700","-0.1425","2.4365","0.1156","-0.0838","2.4495","-0.2251","-0.1526","2.5055","-0.0127","-0.1425","2.5100","-0.2191","-0.5347","2.4714","-0.0132","-0.5248","2.5058","-0.2254","-0.8797","2.5455","-0.0213","-0.8566","2.5456","00:28:31.187 AM"
"-0.1601","0.5276","2.3276","-0.1323","0.4136","2.3892","-0.1323","0.4136","2.3892","-0.1231","0.2824","2.3981","-0.1194","-0.1484","2.5179","-0.3109","0.3922","2.3575","0.0466","0.4389","2.3996","-0.3719","0.0942","2.4313","0.1151","0.1401","2.4425","-0.3691","-0.1426","2.4377","0.1116","-0.0872","2.4510","-0.2252","-0.1526","2.5094","-0.0128","-0.1466","2.5278","-0.2191","-0.5346","2.4708","-0.0133","-0.5242","2.5064","-0.2254","-0.8784","2.5413","-0.0213","-0.8568","2.5500","00:28:31.219 AM"
"-0.1564","0.5217","2.3215","-0.1315","0.4100","2.3876","-0.1315","0.4100","2.3876","-0.1233","0.2794","2.3986","-0.1196","-0.1533","2.5288","-0.3108","0.3895","2.3570","0.0466","0.4379","2.3998","-0.3731","0.0942","2.4313","0.1153","0.1376","2.4442","-0.3680","-0.1252","2.4373","0.1086","-0.0872","2.4536","-0.2250","-0.1577","2.5235","-0.0128","-0.1512","2.5430","-0.2213","-0.5335","2.4705","-0.0132","-0.5214","2.5068","-0.2252","-0.8791","2.5396","-0.0213","-0.8557","2.5456","00:28:31.254 AM"
"-0.1497","0.4970","2.3044","-0.1285","0.3819","2.3838","-0.1285","0.3819","2.3838","-0.1229","0.2563","2.3993","-0.1204","-0.1660","2.5330","-0.3112","0.3717","2.3588","0.0463","0.4186","2.3823","-0.3727","0.0852","2.4374","0.1158","0.1223","2.4524","-0.3389","-0.1244","2.4440","0.1048","-0.1011","2.4610","-0.2246","-0.1809","2.5461","-0.0129","-0.1571","2.5502","-0.2260","-0.5295","2.4698","-0.0132","-0.5107","2.5040","-0.2252","-0.8801","2.5386","-0.0180","-0.8518","2.5454","00:28:31.287 AM"
"-0.1466","0.4768","2.2985","-0.1284","0.3756","2.3834","-0.1284","0.3756","2.3834","-0.1229","0.2510","2.4009","-0.1204","-0.1737","2.5546","-0.3109","0.3717","2.3600","0.0462","0.3898","2.3778","-0.3732","0.0828","2.4485","0.1158","0.1136","2.4533","-0.3389","-0.1244","2.4432","0.1010","-0.1011","2.4610","-0.2241","-0.1809","2.5514","-0.0182","-0.1642","2.5545","-0.2274","-0.5226","2.4670","-0.0132","-0.5035","2.4900","-0.2250","-0.8815","2.5386","-0.0179","-0.8525","2.5447","00:28:31.320 AM"
"-0.1440","0.4610","2.2919","-0.1282","0.3687","2.3818","-0.1282","0.3687","2.3818","-0.1224","0.2457","2.4012","-0.1200","-0.1737","2.5655","-0.3110","0.3615","2.3594","0.0462","0.3818","2.3742","-0.3731","0.0681","2.4658","0.1159","0.1004","2.4548","-0.3282","-0.1258","2.4432","0.0998","-0.1127","2.4633","-0.2226","-0.1852","2.5620","-0.0183","-0.1642","2.5619","-0.2266","-0.4997","2.4616","-0.0131","-0.4713","2.4780","-0.2248","-0.8835","2.5380","-0.0135","-0.8559","2.5425","00:28:31.353 AM"
"-0.1426","0.4387","2.2889","-0.1283","0.3541","2.3821","-0.1283","0.3541","2.3821","-0.1212","0.2341","2.4040","-0.1186","-0.1776","2.5655","-0.3110","0.3485","2.3590","0.0461","0.3628","2.3735","-0.3755","0.0681","2.4716","0.1159","0.0924","2.4556","-0.3264","-0.1319","2.4450","0.0908","-0.1244","2.4633","-0.2226","-0.1873","2.5706","-0.0208","-0.1716","2.5659","-0.2256","-0.4857","2.4477","-0.0131","-0.4688","2.4720","-0.2246","-0.8896","2.5378","-0.0135","-0.8621","2.5422","00:28:31.391 AM"
"-0.1423","0.4040","2.2847","-0.1283","0.3317","2.3818","-0.1283","0.3317","2.3818","-0.1210","0.2166","2.4048","-0.1186","-0.1838","2.5776","-0.3099","0.3267","2.3622","0.0460","0.3356","2.3713","-0.3746","0.0562","2.4716","0.1160","0.0700","2.4578","-0.3242","-0.1521","2.4450","0.0707","-0.1378","2.4640","-0.2160","-0.1960","2.5845","-0.0208","-0.1741","2.5748","-0.2256","-0.4764","2.4443","-0.0131","-0.4670","2.4707","-0.2246","-0.8897","2.5378","-0.0134","-0.8621","2.5423","00:28:31.420 AM"
"-0.1416","0.3669","2.2791","-0.1284","0.2816","2.3840","-0.1284","0.2816","2.3840","-0.1200","0.1760","2.4128","-0.1181","-0.1926","2.6013","-0.3068","0.2853","2.3667","0.0460","0.3039","2.3706","-0.3732","0.0273","2.5130","0.1134","0.0422","2.4650","-0.3147","-0.1601","2.4600","0.0495","-0.1648","2.4682","-0.2165","-0.2015","2.5970","-0.0209","-0.1838","2.6004","-0.2233","-0.4738","2.4353","-0.0130","-0.4618","2.4645","-0.2255","-0.8894","2.5260","-0.0135","-0.8613","2.5427","00:28:31.453 AM"
"-0.1455","0.3416","2.2786","-0.1285","0.2722","2.3842","-0.1285","0.2722","2.3842","-0.1197","0.1760","2.4148","-0.1179","-0.1949","2.6137","-0.3073","0.2657","2.3696","0.0461","0.2931","2.3735","-0.3732","0.0014","2.5226","0.1094","0.0129","2.4648","-0.3046","-0.1743","2.4688","0.0495","-0.1804","2.4692","-0.2160","-0.2033","2.6161","-0.0210","-0.1865","2.6124","-0.2233","-0.4607","2.4312","-0.0130","-0.4630","2.4622","-0.2265","-0.8893","2.5230","-0.0134","-0.8614","2.5380","00:28:31.486 AM"
